#DEVICE_TYPE,DEVICE_ID,AIRCRAFT_MODEL,REGISTRATION,CN,TRACKED,IDENTIFIED,AIRCRAFT_TYPE
'F','1107D8','ASH-25 MI','HB 2351','RC','Y','Y','1'
'F','1107E1','Paraglider','109-1','','Y','Y','6'
'F','1107E4','Paraglider','Rainu','RFr','Y','Y','6'
'F','1107EA','Paraglider','54643','MIC','Y','Y','6'
'F','1107F2','Paraglider','YWA','YWA','Y','Y','6'
'F','1107F3','Paraglider','Adler','ADL','Y','Y','6'
'F','1107FB','Paraglider','Mathias','ML','Y','Y','6'
'F','1107FC','Paraglider','','','Y','Y','6'
'F','11080A','Paraglider','HCW','HCW','Y','Y','6'
'O','11080C','Paraglider','','','Y','Y','6'
'F','11080F','','','','Y','N','6'
'F','11083A','Paraglider','RAFPG01','R01','Y','Y','6'
'F','110845','Paraglider','Dietmar','DMM','Y','Y','6'
'F','11084F','Paraglider','RAFPG02','R02','Y','Y','6'
'F','110850','Paraglider','','','Y','Y','6'
'F','110858','Paraglider','Michael','MKO','Y','Y','6'
'F','110872','HangGlider','Shue','SH','Y','Y','6'
'F','110883','Paraglider','harry.m','HaM','Y','Y','6'
'F','11088D','Paraglider','','Rom','Y','Y','6'
'F','11089B','Paraglider','Ziegler','And','Y','Y','6'
'F','1108AF','HangGlider','CHM','CHM','Y','Y','6'
'F','1108B9','Paraglider','1108B9','8B9','Y','Y','6'
'F','1108BA','Paraglider','SU1792','','Y','Y','6'
'F','1108D0','Paraglider','Zille','','Y','Y','6'
'F','1108F2','Paraglider','Florian','FLO','Y','Y','6'
'F','1108F6','Paraglider','H.L.','H.L','Y','Y','6'
'O','1108FB','Paraglider','','','Y','Y','6'
'O','110901','HangGlider','D-MAUB','UBI','Y','Y','6'
'F','110907','Paraglider','110907','','Y','Y','6'
'O','11092D','Paraglider','HL','HL','Y','Y','6'
'F','110930','Paraglider','Rubinho','','Y','Y','6'
'F','110949','Paraglider','Lars','LMX','Y','Y','6'
'F','110957','Paraglider','Aviator','PAV','Y','Y','6'
'F','11096B','Paraglider','54644','AT','Y','Y','6'
'F','1109A5','Paraglider','ChUr','CU','Y','Y','6'
'F','1109BC','Paraglider','MKing','MJK','Y','Y','6'
'F','1109C9','Paraglider','Thomas','TNT','Y','Y','6'
'F','1109CB','Paraglider','Tobi','TOW','Y','Y','6'
'F','1109D5','Paraglider','D-MRPK','','Y','Y','6'
'F','1109FE','Paraglider','Andysie','','Y','Y','6'
'F','110A23','Paraglider','54643','MIC','Y','Y','6'
'F','110A30','Paraglider','NW','','Y','Y','6'
'F','110A35','Paraglider','DO1CBX','CBX','Y','Y','6'
'F','110A3B','Paraglider','Erika','EJe','Y','Y','6'
'F','110A54','Paraglider','FFR007','FFR','Y','Y','6'
'F','110A6F','Paraglider','Thoralf','TH','Y','Y','6'
'F','110A76','Paraglider','Ruben','RuB','Y','Y','6'
'F','110A83','Paraglider','','','Y','Y','6'
'F','110A86','Paraglider','Michael','EBI','Y','Y','6'
'F','110A9C','Paraglider','Nobaetz','NoB','Y','Y','6'
'F','110AAC','Paraglider','Klaus N','KN','Y','Y','6'
'F','110AAD','Paraglider','Marcus','MK','Y','Y','6'
'F','110AAF','Paraglider','Ralf','RAS','Y','Y','6'
'F','110AB9','Paraglider','Ali','Ali','Y','Y','6'
'F','110AC0','Paraglider','Fetzer','Fet','Y','Y','6'
'F','110ACF','Paraglider','Kai','KaB','Y','Y','6'
'F','110AD0','Paraglider','Peter','PJe','Y','Y','6'
'F','110AE1','Paraglider','StefanK','SKU','Y','Y','6'
'F','110AE4','Paraglider','109-2','','Y','Y','6'
'F','110AF4','Paraglider','CHB','CHB','Y','Y','6'
'F','110AF5','Paraglider','19249','Pes','Y','Y','6'
'F','110AF8','Paraglider','Tobias','','Y','Y','6'
'F','110AFB','Paraglider','30121','hrd','Y','Y','6'
'F','110B22','Paraglider','Dogger','Dog','Y','Y','6'
'F','110B49','Paraglider','JRA','066','Y','Y','6'
'F','110B52','Paraglider','Andreas','AHI','Y','Y','6'
'F','110B5D','','','','Y','N','6'
'F','110B6E','Paraglider','Fnelli','','Y','Y','6'
'F','110B73','HangGlider','SebWin','SeW','Y','Y','6'
'F','110B74','Paraglider','Daniel','DPM','Y','Y','6'
'F','110B79','Paraglider','DoRo','RVD','Y','Y','6'
'F','110B7A','Paraglider','mhofner','mho','Y','Y','6'
'F','110B8B','','','','Y','N','6'
'F','110B93','Paraglider','','','Y','Y','6'
'F','110B9D','Paraglider','MKrauss','MjK','Y','Y','6'
'F','110BA8','Paraglider','Alex','ALF','Y','Y','6'
'F','110BC3','Paraglider','mb1','','Y','Y','6'
'F','110BD2','Paraglider','Jessi','JA','Y','Y','6'
'F','110BEE','Paraglider','51812','','Y','Y','6'
'F','110C15','Paraglider','Guenter','gue','Y','Y','6'
'F','110C31','Paraglider','KaPo','KAP','Y','Y','6'
'F','110C3D','Paraglider','TomKrz','ToK','Y','Y','6'
'F','110CE2','Paraglider','nfedera','NRB','Y','Y','6'
'F','110D1C','HangGlider','Andy','AK','Y','Y','6'
'F','110D3F','Paraglider','FRG','','Y','Y','6'
'F','110D50','Paraglider','STJE','STJ','Y','Y','6'
'F','110D52','Paraglider','Martin','ML','Y','Y','6'
'F','110D54','HangGlider','DannyK','DKo','Y','Y','6'
'F','110D5E','Paraglider','Norbert','nor','Y','Y','6'
'F','110D69','Paraglider','44419','AC','Y','Y','6'
'F','110D9B','Paraglider','Peda','pwa','Y','Y','6'
'F','110DA4','Paraglider','Suckert','KSU','Y','Y','6'
'F','110E01','Paraglider','Koertge','CK','Y','Y','6'
'F','110E05','Paraglider','B Genz','BG','Y','Y','6'
'F','110E0A','Paraglider','Alex','ALF','Y','Y','6'
'F','110E0E','Paraglider','mhofner','mho','Y','Y','6'
'F','110E22','Paraglider','Wenger','RWE','Y','Y','6'
'F','110E2E','Paraglider','37770','','Y','Y','6'
'F','110E2F','Paraglider','56852','Sam','Y','Y','6'
'F','110E37','Paraglider','22716','','Y','Y','6'
'F','110E3F','Paraglider','Alex','ASC','Y','Y','6'
'F','110FAC','Paraglider','N-DZAC','AB','Y','Y','6'
'F','110FCB','Paraglider','Helge M','HEM','Y','Y','6'
'F','110FF0','Paraglider','AKrauss','AK.','Y','Y','6'
'F','111001','Paraglider','','','Y','Y','6'
'F','111011','Paraglider','','','Y','Y','6'
'F','111019','Paraglider','Stefan','','Y','Y','6'
'F','11103B','Paraglider','Reiner','RH','Y','Y','6'
'F','11104C','Paraglider','Sandro','sb','Y','Y','6'
'F','111051','Paraglider','Reto','RL','Y','Y','6'
'F','111055','Paraglider','39580','CHF','Y','Y','6'
'F','111068','Paraglider','Dirk','_dw','Y','Y','6'
'F','11106E','Paraglider','53338','','Y','Y','6'
'F','111070','Paraglider','Tjure','','Y','Y','6'
'F','111071','Paraglider','StefChr','Ste','Y','Y','6'
'F','111077','Paraglider','42104','ChB','Y','Y','6'
'F','111085','Paraglider','36116','Syl','Y','Y','6'
'F','11108C','Paraglider','Matthes','MK','Y','Y','6'
'F','11109C','Paraglider','Bernd','BB','Y','Y','6'
'F','1110B2','Paraglider','','','Y','Y','6'
'F','1110B6','Paraglider','Matthia','MM','Y','Y','6'
'F','1110CF','Paraglider','Peter','eLP','Y','Y','6'
'F','1110D6','Paraglider','Jens','NIC','Y','Y','6'
'F','1110DB','Paraglider','713661','0DB','Y','Y','6'
'I','111111','ASW-20','FF78UN','77','Y','Y','1'
'O','111112','SZD-48 Jantar Std 2','VH-UKO','UKO','Y','Y','1'
'O','111113','ASW-24','VH-GEM','GEM','Y','Y','1'
'F','11111F','Drone/UAV','H520','520','Y','Y','5'
'F','111130','','','','Y','N','6'
'F','11113C','Paraglider','ChriMau','CM','Y','Y','6'
'F','11114B','Paraglider','ChrMraz','','Y','Y','6'
'F','111151','Paraglider','MaOp','M-O','Y','Y','6'
'F','111154','Paraglider','Volker','VT','Y','Y','6'
'F','11115C','Paraglider','DiAIRk','881','Y','Y','6'
'F','111165','Paraglider','MPolzin','MiP','Y','Y','6'
'F','111167','Paraglider','Simon J','SDJ','Y','Y','6'
'F','111173','Paraglider','_Dom','HC','Y','Y','6'
'F','11117F','Paraglider','Peter','PSt','Y','Y','6'
'F','11118B','Paraglider','25889','CMB','Y','Y','6'
'F','111192','Paraglider','CH40300','','Y','Y','6'
'F','111193','Paraglider','42538','Tom','Y','Y','6'
'F','111198','Paraglider','MaHi','MaH','Y','Y','6'
'F','11119E','Paraglider','51714','','Y','Y','6'
'F','1111B3','Paraglider','','','Y','Y','6'
'F','1111C0','Paraglider','HMR999','430','Y','Y','6'
'F','1111D2','Paraglider','RAFPG03','R03','Y','Y','6'
'F','1111D3','Paraglider','RAFPG04','','Y','Y','6'
'F','1111D5','Paraglider','RAFPG05','','Y','Y','6'
'F','1111D9','Paraglider','RAFPG06','','Y','Y','6'
'F','111201','Paraglider','','MFI','Y','Y','6'
'F','111203','Paraglider','RE','','Y','Y','6'
'F','111219','Paraglider','','','Y','Y','6'
'F','11121A','Paraglider','hema','ZZZ','Y','Y','6'
'F','11125C','Paraglider','ManuP','mpd','Y','Y','6'
'F','11127D','Paraglider','Gerhard','GeF','Y','Y','6'
'F','111296','Paraglider','RAFPG07','','Y','Y','6'
'F','111297','Paraglider','RAFPG08','','Y','Y','6'
'F','111298','Paraglider','RAFPG09','','Y','Y','6'
'F','111299','Paraglider','RAFPG10','','Y','Y','6'
'F','11129A','Paraglider','RAFPG11','','Y','Y','6'
'F','11129B','Paraglider','RAFPG12','','Y','Y','6'
'F','11129C','Paraglider','RAFPG13','','Y','Y','6'
'F','11129D','Paraglider','RAFPG14','','Y','Y','6'
'F','11129E','Paraglider','RAFPG15','','Y','Y','6'
'F','11129F','Paraglider','RAFPG16','','Y','Y','6'
'F','1112A0','Paraglider','RAFPG17','','Y','Y','6'
'F','1112A1','Paraglider','RAFPG18','','Y','Y','6'
'F','1112A2','Paraglider','RAFPG19','','Y','Y','6'
'F','1112A3','Paraglider','RAFPG20','','Y','Y','6'
'F','1112A4','Paraglider','RAFPG21','','Y','Y','6'
'F','1112A5','Paraglider','RAFPG22','','Y','Y','6'
'F','1112A6','Paraglider','RAFPG23','','Y','Y','6'
'F','1112A7','Paraglider','RAFPG24','','Y','Y','6'
'F','1112A8','Paraglider','RAFPG25','','Y','Y','6'
'F','1112BA','Paraglider','Klaus R','KR','Y','Y','6'
'F','1112CF','Paraglider','FrDu','FrD','Y','Y','6'
'F','1112D1','Paraglider','S.H.','SHO','Y','Y','6'
'F','111301','UFO','Awesome','MP','Y','Y','6'
'F','111329','Paraglider','MMAB','SHK','Y','Y','6'
'F','11136B','Paraglider','Jack','','Y','Y','6'
'F','111380','Paraglider','WeexAir','WXR','Y','Y','6'
'F','111382','Paraglider','Kucky','MIR','Y','Y','6'
'F','1113A2','Paraglider','Philip','PhK','Y','Y','6'
'F','1113AA','Paraglider','35643','','Y','Y','6'
'F','1113EF','Paraglider','53744','smr','Y','Y','6'
'F','1113FD','Paraglider','Brunth','thb','Y','Y','6'
'F','111414','Paraglider','Paragld','PGL','Y','Y','6'
'F','111425','Paraglider','58364','hb','Y','Y','6'
'F','11142C','Paraglider','Django','123','Y','Y','6'
'F','1114B9','Paraglider','Gin C','','Y','Y','6'
'F','1114C1','Paraglider','BrunoS','','Y','Y','6'
'F','111552','','','','Y','N','6'
'F','111583','Paraglider','Mufke','6','Y','Y','6'
'F','11159B','Paraglider','francko','','Y','Y','6'
'F','1115BA','Paraglider','alexvan','xxx','Y','Y','6'
'F','1115DF','Paraglider','Andreas','','Y','Y','6'
'F','1115FE','Paraglider','Hammer','HAM','Y','Y','6'
'F','111657','Paraglider','Martin','HOE','Y','Y','6'
'F','11167D','Paraglider','GAEL','GLF','Y','Y','6'
'F','1116D6','DJI Phantom','','','Y','Y','5'
'F','1116DA','Paraglider','42507','CHG','Y','Y','6'
'F','111739','Paraglider','cking','','Y','Y','6'
'F','11173B','Paraglider','FlyHi','NME','Y','Y','6'
'F','11189A','Motorglider','D-MBAY','GH','Y','Y','1'
'I','112233','ASW-20','b14cbcc','15','Y','Y','1'
'O','113D07','Different Aircraft','C-MSC2','MS2','Y','Y','1'
'F','12004B','','','','Y','N','5'
'F','1200CF','','','','Y','N','5'
'O','122838','Towplane','OM-PDB','PDB','Y','Y','2'
'O','122F5D','Ultralight','OKWUS20','','Y','Y','3'
'F','123456','VSO-10','OM-3515','OSA','Y','Y','1'
'F','123CB8','','','','Y','N','5'
'F','124B04','','','','Y','N','5'
'F','12FCBA','','','','Y','N','5'
'F','12FFFF','','','','Y','N','5'
'O','130032','Unknown','OK-3368','GL','Y','Y','6'
'O','132528','Drone/UAV','PETRA-D','UAV','Y','Y','5'
'O','133706','Ka-6 e','OK-5684','','Y','Y','1'
'O','142121','MS-893 Commodore','D-EGYX','','Y','Y','2'
'O','145928','ASW-15','OK 3306','X','Y','Y','1'
'O','147F7B','Paraglider','Crow187','CR','Y','Y','6'
'O','152316','VSO-10','OM-9604','85','Y','Y','1'
'O','155035','Allegro 2000','OKNUU94','ALL','Y','Y','3'
'O','15BD05','SZD-51 Junior','OH-773','','Y','Y','1'
'F','16000A','DJI Phantom','','','Y','Y','5'
'F','16000C','DJI Phantom','','','Y','Y','5'
'F','16000E','Paraglider','29379','','Y','Y','6'
'F','160013','Ground Station','INV','INV','Y','Y','6'
'F','160019','Drone/UAV','SUI9926','S2A','Y','Y','5'
'F','16002A','Paraglider','29379','','Y','Y','6'
'F','16002F','Drone/UAV','SUI9926','S2B','Y','Y','5'
'F','160085','Drone/UAV','UAV','UAV','Y','Y','5'
'O','17755C','Drone/UAV','EDAD','','Y','Y','5'
'O','17791C','L 13 SEH Vivat','OK-7104','','Y','Y','1'
'O','1786EC','','','','N','N','1'
'O','178A10','Skylane Airlony','OKVUO01','','Y','Y','3'
'O','182B37','Discus','OK-9302','JA','Y','Y','1'
'O','183263','Ultralight','Straton','MD','Y','Y','3'
'O','183F0A','SF-25','D-KAOO','DOO','Y','Y','1'
'O','18417F','VT-116 Orlik II','OK-8401','3','Y','Y','1'
'O','184944','Marianne','OK-2201','YL','Y','Y','1'
'O','185373','FM250 Vampire','OKPUL70','VAM','Y','Y','3'
'O','18543B','Astir CS','OK-9916','TOM','Y','Y','1'
'O','189B11','Cessna 172','HA-SJF','HJF','Y','Y','2'
'O','18B436','SF-25','HA-1212','H12','Y','Y','1'
'O','191612','Z-226 trener','OM-YRA','526','Y','Y','2'
'O','193D0D','Cirrus Std','4293','JPS','Y','Y','1'
'O','19510C','PA-28','HA-BEZ','HEZ','Y','Y','2'
'O','196D0A','VSO-10','OK-7531','60','Y','Y','1'
'O','197201','Drone/UAV','RC-HB0','RC0','Y','Y','5'
'O','197202','Drone/UAV','RC-HB2','RC2','Y','Y','5'
'O','197207','Drone/UAV','RC-HB1','RC1','Y','Y','5'
'O','19803D','Ultralight','OKQUA08','BLO','Y','Y','3'
'O','199B06','Ground Station','viewAir','.eu','Y','Y','6'
'O','19AD17','SF-25','HA-1230','','Y','Y','1'
'O','19BD4D','MS-893 Commodore','HA-JDE','TOW','Y','Y','2'
'O','1A1C3D','WT9 Dynamic','OKRUA28','RUA','Y','Y','3'
'O','1A3451','Astir CS','OK-5433','MZ','Y','Y','1'
'O','1A391D','Libelle Std','C-FBON','BON','Y','Y','1'
'O','1A3A01','UFO','CC-TR28','T28','Y','Y','6'
'O','1A3A71','VSO-10','OK 6520','27','Y','Y','1'
'O','1A4E50','PIK-20 D','C-GINY','GY','Y','Y','1'
'O','1A540B','SF-27','OK-1426','26','Y','Y','1'
'O','1A543B','Cessna 152','HA-IGS','','Y','Y','2'
'O','1A5A06','Cessna 150','CC-KWR','WR','Y','Y','2'
'O','1A5E08','Yak-12','OM-LKG','L60','Y','Y','2'
'O','1A6B16','LS-3','D-6943','CE','Y','Y','1'
'O','1A6D40','LAK-12','LY-GBA','ER','Y','Y','1'
'O','1AAB5A','HangGlider','65-31','','Y','Y','6'
'O','1AB111','Ultralight','OKSUF57','','Y','Y','3'
'O','1ABC51','Cirrus Std','OK-0696','KAC','Y','Y','1'
'O','1AC83F','Blanik','OK-1300','T13','Y','Y','1'
'O','1ADD3D','PA-28','HA-WRA','WRA','Y','Y','2'
'O','1B242D','Ka-6 cr','OH-325','325','Y','Y','1'
'O','1B2B5A','Ground Station','PPGTEST','PPG','Y','Y','6'
'O','1B4E24','SF-25','HA-1286','H86','Y','Y','1'
'O','1B4F4F','VSO-10','OK-4522','J7','Y','Y','1'
'O','1B545D','HangGlider','08-54','PKW','Y','Y','6'
'O','1B5870','VSO-10','OK-4520','J6','Y','Y','1'
'O','1BA639','Samba XXL','OKTUT33','T33','Y','Y','3'
'O','1BAD31','Ground Station','viewAir','.eu','Y','Y','6'
'O','1BBA4E','VSO-10','OK-1526','V3','Y','Y','1'
'O','1C2902','UFO','CC-TR21','T21','Y','Y','6'
'O','1C2F07','Ka-7','PH-822','','Y','Y','1'
'O','1C3C12','Paraglider','viewAir','.eu','Y','Y','6'
'O','1C3D54','VT-116 Orlik II','OK 3422','10','Y','Y','1'
'O','1C4170','VSO-10','OM-1501','F3','Y','Y','1'
'O','1C4230','UFO','CC-TR27','R27','Y','Y','6'
'O','1C590E','UFO','CC-TR6','TR6','Y','Y','6'
'O','1C5F5A','Glasflugel 304','OK-2000','LB','Y','Y','1'
'O','1C9B19','Unknown','VIEWAIR','144','Y','Y','6'
'O','1CA143','Astir CS','OK-6606','eYF','Y','Y','1'
'O','1CA1E1','A380','Teszt','','Y','Y','1'
'F','1CA8D2','Twin Astir II','OO-ZVF','OO-','Y','Y','1'
'O','1CB87E','Z-226 trener','OM-LLV','LLV','Y','Y','2'
'O','1CDD52','Cessna 150','HA-BFM','1','Y','Y','2'
'O','1CED12','Paraglider','viewAir','115','Y','Y','6'
'F','1D2FF3','Mosquito','VH-FQC','','Y','Y','1'
'O','1D3479','L 13 SEH Vivat','OK-7104','','Y','Y','1'
'O','1D3F39','Tecnam  P2002 JF','HA-TEF','TEF','Y','Y','2'
'O','1D4F29','Cessna 150','HA-SVK','HVK','Y','Y','2'
'F','1D513F','Astir CS','Vapenka','LS','Y','Y','1'
'O','1D5860','Unknown','SX2','SX2','Y','Y','6'
'O','1D5E28','EuroFox','7-204','FOX','Y','Y','3'
'F','1D7169','CallAir A-9','VH-MPL','MPL','Y','Y','2'
'O','1D9829','SZD-48-1 Jantar Std 2','RD','','Y','Y','1'
'O','1D9833','VSO-10','OK-7526','56','Y','Y','1'
'O','1DB421','Different Aircraft','FFVP04','F04','Y','Y','1'
'O','1DCB59','Polikarpov Po-2','HA-PAO','HAO','Y','Y','2'
'O','1DEF29','Drone/UAV','METEO6','','Y','Y','5'
'O','1E2437','Astir CS-77','HA-3472','M1','Y','Y','1'
'O','1E2B63','UFO','viewAir','.eu','Y','Y','6'
'O','1E411D','SZD-51 Junior','SP-3505','','Y','Y','1'
'O','1E4C54','Unknown','ZDENDA','XX','Y','Y','6'
'O','1E5A15','Ventus 2cxM','OK-0550','E8','Y','Y','1'
'O','1E6B28','HangGlider','01-234','','Y','Y','6'
'O','1EBA23','Ground Station','viewAir','.eu','Y','Y','6'
'F','1F1943','Paraglider','JOSTNAP','RET','Y','Y','6'
'O','1F3214','VSO-10','OM-5615','11','Y','Y','1'
'O','1F3D2A','Tecnam  P2002 JF','HA-VOH','VOH','Y','Y','2'
'O','1F4B09','HangGlider','08-64','864','Y','Y','6'
'O','1F5D14','SZD-36 Cobra 15','HA-4544','H44','Y','Y','1'
'O','1FA747','Cessna 152','HA-SLO','','Y','Y','2'
'O','1FB24B','Ka-7','HA-5054','','Y','Y','1'
'O','1FDD01','SZD-41 Jantar Std','HA-4361','JI','Y','Y','1'
'O','1FDF17','LET L-33 Solo','OK-4407','','Y','Y','1'
'O','1FFF03','Paraglider','EPSI823','SK','Y','Y','6'
'F','200000','Ventus 2cxT','CC-AGN','GN','Y','Y','1'
'F','200001','Paraglider','29379','','Y','Y','6'
'F','200006','Paraglider','Robi','435','Y','Y','6'
'F','20012F','Paraglider','28996MT','','Y','Y','6'
'F','200135','Paraglider','','','Y','Y','6'
'F','200136','Paraglider','meierm','','Y','Y','6'
'F','200148','Paraglider','50260','WEE','Y','Y','6'
'F','200149','Paraglider','Helvie','','Y','Y','6'
'F','20014B','Paraglider','AR49696','','Y','Y','6'
'F','20014C','Paraglider','35501','','Y','Y','6'
'F','200153','Paraglider','SondreN','','Y','Y','6'
'F','200156','Paraglider','RICD9','','Y','Y','6'
'F','200164','Paraglider','MKES211','','Y','Y','6'
'F','200167','Paraglider','9055','','Y','Y','6'
'F','200168','Paraglider','49775','HEM','Y','Y','6'
'F','200169','Paraglider','redyell','','Y','Y','6'
'F','20016D','Paraglider','ML','','Y','Y','6'
'F','200172','Paraglider','Lynx ML','','Y','Y','6'
'F','200177','Paraglider','OE-66P1','214','Y','Y','6'
'F','200183','Paraglider','','','Y','Y','6'
'F','20019D','Paraglider','','','Y','Y','6'
'F','20019F','Paraglider','Sputnik','','Y','Y','6'
'F','2001A5','Paraglider','D-NELV','SB','Y','Y','6'
'F','2001B1','Paraglider','XCTR','SB2','Y','Y','6'
'F','2001B4','Paraglider','Thomas','','Y','Y','6'
'F','2001B5','Paraglider','RAFPG99','','Y','Y','6'
'O','2001C5','Paraglider','SR1C5','333','Y','Y','6'
'F','2001D8','Paraglider','Jasper','','Y','Y','6'
'F','2001D9','Paraglider','RICHC','PG','Y','Y','6'
'F','2001DD','Paraglider','','216','Y','Y','6'
'F','2001DE','Paraglider','TobiHue','','Y','Y','6'
'F','2001E1','Paraglider','D-MRPK','','Y','Y','6'
'F','2001E2','Paraglider','','','Y','Y','6'
'F','2001E9','Paraglider','DEDE','DD','Y','Y','6'
'F','2001ED','Paraglider','','','Y','Y','6'
'F','2001EE','Paraglider','','','Y','Y','6'
'F','2001FC','Paraglider','TMF','','Y','Y','6'
'F','2001FD','Paraglider','AndyM88','AM','Y','Y','6'
'F','20020A','Paraglider','52206','','Y','Y','6'
'F','20021C','Paraglider','26557','','Y','Y','6'
'F','20022C','Paraglider','SteveW','SW','Y','Y','6'
'F','20023C','Paraglider','','','Y','Y','6'
'F','20024B','Paraglider','','','Y','Y','6'
'F','201726','Paraglider','JoNi','','Y','Y','6'
'O','202725','Unknown','','Tt2','Y','Y','6'
'O','202948','Tecnam  P2002 JF','PETRA41','P41','Y','Y','2'
'O','202E5D','Tecnam  P2002 JF','HA-VOG','VOG','Y','Y','2'
'O','203725','Eurostar EV97','OKTUA33','','Y','Y','3'
'I','203D9B','Astir CS-77','G-DDSH','648','Y','Y','1'
'O','204412','Kestrel','OK-2912','XJ','Y','Y','1'
'O','204D5D','Other','JD1','JD1','Y','Y','1'
'O','20A808','Blanik','OK-6839','839','Y','Y','1'
'O','20BB09','Experimental','','101','Y','Y','1'
'O','20CA62','Cessna 152','HA-NTD','','Y','Y','2'
'O','20DE66','Gyrocopter','SP-XZBD','','Y','Y','3'
'O','20E97D','Blanik','OK-8205','','Y','Y','1'
'O','2106FA','Experimental','','','Y','Y','1'
'F','211D36','ASW-19','OK-0310','WT','Y','Y','1'
'O','213012','LAK-12','LY-GKY','D','Y','Y','1'
'O','213456','UFO','CC-RPT1','RP1','Y','Y','6'
'O','213671','Paraglider','','','Y','Y','6'
'O','213675','SF-25','D-KAOO','KAO','Y','Y','1'
'O','213724','Unknown','OK-5678','OG','Y','Y','6'
'O','213949','Paraglider','SZ-873','873','Y','Y','6'
'I','213D1B','H36 Dimona','D-KDJA','JA','Y','Y','1'
'O','214567','UFO','CC-RPT2','RP2','Y','Y','6'
'O','214568','UFO','CC-RPT3','RP3','Y','Y','6'
'O','214D14','Unknown','PETRA24','P24','Y','Y','6'
'O','21534E','HangGlider','65-29','','Y','Y','6'
'O','216A24','Ground Station','viewAir','.eu','Y','Y','6'
'O','216E5D','Blanik','OK 4720','TF','Y','Y','1'
'O','219444','UFO','OK-ZSF','ZSF','Y','Y','6'
'F','21B5F4','Drone/UAV','RC-HB2','RC2','Y','Y','5'
'O','21BD1A','Paraglider','FSE-01','155','Y','Y','6'
'F','21F6B7','Discus 2','D-5539','R2','Y','Y','1'
'O','222051','PW-6','HA-5080','M8','Y','Y','1'
'F','222222','LAK-17 A','D-5957','','Y','Y','1'
'O','222322','LS-4','LV-EJA','TN','Y','Y','1'
'O','22244E','Bergfalke III','OK-5349','49','Y','Y','1'
'O','22314D','SZD-48-1 Jantar Std 2','SP-3195','AKR','Y','Y','1'
'O','223456','Ground Station','EC-RPT1','RP1','Y','Y','6'
'O','223865','Blanik','OK-2708','LC1','Y','Y','1'
'O','223954','VSO-10','OK 4528','J0','Y','Y','1'
'O','22443F','Cessna 172','HA-SLK','SLK','Y','Y','2'
'O','22494B','Drone/UAV','','DRN','Y','Y','5'
'O','224A1E','Parrot Bebop','Disco','','Y','Y','5'
'O','225157','UFO','CC-TR20','T20','Y','Y','6'
'O','225632','Unknown','OK-3154','NS','Y','Y','6'
'O','225730','Gyrocopter','HA-GYR','','Y','Y','3'
'O','226920','Ventus 2bx','D-9023','JT','Y','Y','1'
'O','227607','Ultralight','33-55','355','Y','Y','3'
'O','229E35','UFO','CC-TR10','T10','Y','Y','6'
'O','22B03B','LG-425 Sohaj','OK-0638','LG','Y','Y','1'
